t,x[0],x[1]
0.0,1.5707963267948966,0.0
0.02004008016032064,1.5688298130151652,-0.19619605090488892
0.04008016032064128,1.5629354217334688,-0.39199701040134066
0.06012024048096192,1.5531212077498615,-0.5873923422615357
0.08016032064128256,1.5393955395864538,-0.7823534180818084
0.1002004008016032,1.5217676230083,-0.9768246452003124
0.12024048096192384,1.5002481259110834,-1.170714561473609
0.1402805611222445,1.4748499790023564,-1.3638873829975653
0.16032064128256512,1.4455893373960977,-1.5561546785668856
0.18036072144288576,1.4124867471591005,-1.7472671844694738
0.2004008016032064,1.3755684064125995,-1.936907708786347
0.22044088176352705,1.3348676098356442,-2.124684408997507
0.24048096192384769,1.2904263004276821,-2.3101253137502638
0.2605210420841683,1.2422967154207516,-2.492674163590544
0.280561122244489,1.190543110895184,-2.6716881517458133
0.3006012024048096,1.1352434922512002,-2.8464376273636587
0.32064128256513025,1.0764913403274734,-3.0161084787834413
0.3406813627254509,1.0143972557254237,-3.1798074139073185
0.3607214428857715,0.9490904658645567,-3.336570490832932
0.3807615230460922,0.8807201232773724,-3.485375137796527
0.4008016032064128,0.8094563400353936,-3.62515572075808
0.42084168336673344,0.7354908536257425,-3.754822648935009
0.4408817635270541,0.6590372945587506,-3.873284608927599
0.4609218436873747,0.5803309752209458,-3.9794734632891213
0.48096192384769537,0.4996281591710509,-4.072371013931724
0.501002004008016,0.4172047834737373,-4.151036585738632
0.5210420841683366,0.333354631041948,-4.214634224918546
0.5410821643286573,0.2483869725616215,-4.262458296473307
0.561122244488978,0.16262371992430646,-4.293956086039336
0.5811623246492986,0.07639617766392477,-4.308745925988683
0.6012024048096192,-0.00995853317938647,-4.306630462822465
0.6212424849699398,-0.09610124456514109,-4.287603364190091
0.6412825651302605,-0.1816945844322979,-4.251849797350101
0.6613226452905812,-0.26640676469763125,-4.199740251081243
0.6813627254509018,-0.349915180535185,-4.131818247061414
0.7014028056112224,-0.4319097067621732,-4.048782651830364
0.721442885771543,-0.5120956057637236,-3.951465526087093
0.7414829659318637,-0.590195935065718,-3.8408069920184795
0.7615230460921844,-0.6659534517252054,-3.7178282085544554
0.781563126252505,-0.7391319586454967,-3.5836038860000166
0.8016032064128256,-0.809517108168321,-3.4392355269094823
0.8216432865731462,-0.8769166848223215,-3.2858264411615856
0.8416833667334669,-0.9411604119429535,-3.1244593440920134
0.8617234468937875,-1.0020993404205365,-2.9561771034128594
0.8817635270541082,-1.059604886069887,-2.781966968651781
0.9018036072144289,-1.1135675879013105,-2.6027483855947184
0.9218436873747494,-1.1638956574063462,-2.4193643185358296
0.9418837675350701,-1.2105133861077524,-2.2325758854294935
0.9619238476953907,-1.2533594692345662,-2.0430599916161327
0.9819639278557114,-1.2923853274196042,-1.8514095703030355
1.002004008016032,-1.3275534419617245,-1.6581359794493211
1.0220440881763526,-1.3588357576534043,-1.4636732869473725
1.0420841683366733,-1.3862121952331288,-1.268383910129027
1.062124248496994,-1.4096692688473165,-1.072565530549355
1.0821643286573146,-1.429198877694931,-0.8764586162000351
1.1022044088176353,-1.444797232336827,-0.6802546799348266
1.122244488977956,-1.4564639631945435,-0.48410485489933575
1.1422845691382766,-1.4642013981466353,-0.28812873271093487
1.1623246492985972,-1.4680140205247774,-0.09242332749288529
1.1823647294589177,-1.467908106821121,0.10292791174525472
1.2024048096192383,-1.4638915451136216,0.2978461006273045
1.222444889779559,-1.4559738333095946,0.49224797724107927
1.2424849699398797,-1.4441662556081878,0.6860370602143389
1.2625250501002003,-1.4284822351131239,0.8790949446680179
1.282565130260521,-1.408937858620994,1.0712728135669887
1.3026052104208417,-1.3855525686066392,1.262383222325413
1.3226452905811623,-1.358350016728666,1.4521922674997256
1.342685370741483,-1.3273590693198352,1.6404122734575708
1.3627254509018036,-1.2926149529704314,1.8266951708748809
1.3827655310621243,-1.2541605224434438,2.0106268058211207
1.4028056112224447,-1.2120476334030976,2.1917223812599036
1.4228456913827654,-1.1663385924243237,2.369423346233581
1.442885771543086,-1.1171076527695785,2.543096042665696
1.4629258517034067,-1.0644425123770545,2.712032473868223
1.4829659318637274,-1.0084457784156824,2.8754534154716977
1.503006012024048,-0.9492363409679384,3.032514228350127
1.5230460921843687,-0.8869506116014451,3.182313553928662
1.5430861723446894,-0.8217435263578023,3.3239051531241306
1.56312625250501,-0.753789308362983,3.456312756912402
1.5831663326653307,-0.6832819142624503,3.578547424480736
1.6032064128256511,-0.6104350704942603,3.689628125219053
1.6232464929859718,-0.535481903275421,3.788603699149681
1.6432865731462925,-0.45867410516033885,3.874576372804933
1.6633266533066131,-0.3802806265289729,3.9467256249283738
1.6833667334669338,-0.3005858907990548,4.00433127195101
1.7034068136272544,-0.21988756983676372,4.046794877941928
1.723446893787575,-0.13849395017445637,4.0736582694314
1.7434869739478958,-0.05672096825640088,4.084618201603891
1.7635270541082164,0.025111000629692626,4.079536360667707
1.783567134268537,0.10668051073318996,4.058444031243985
1.8036072144288577,0.1876684366480152,4.0215414037132255
1.8236472945891782,0.2677613101695441,3.9691912367298317
1.8436873747494988,0.3466544710958302,3.901907451502553
1.8637274549098195,0.4240549436176738,3.8203394124370345
1.8837675350701402,0.4996839635022968,3.725252450757534
1.9038076152304608,0.5732790826286202,3.6175059403163714
1.9238476953907815,0.64459582337994,3.498030008078886
1.9438877755511021,0.7134088607387828,3.3678018031277017
1.9639278557114228,0.7795127276246241,3.2278224637579958
1.9839679358717435,0.8427220780037719,3.079095633318359
2.004008016032064,0.902871543463551,2.9226080811694155
2.024048096192385,0.9598152184662295,2.759313062231627
2.0440881763527052,1.0134258471924171,2.5901166320956794
2.064128256513026,1.0635937680635472,2.415866944225919
2.0841683366733466,1.1102256697951396,2.2373466419679358
2.1042084168336674,1.153243226768773,2.055268104743066
2.124248496993988,1.1925816657691737,1.870271260784418
2.1442885771543083,1.2281883105333469,1.682923728388654
2.164328657314629,1.2600211520456435,1.4937229720215628
2.1843687374749496,1.2880474786911738,1.3031000787830918
2.2044088176352705,1.3122425936654571,1.1114248952131414
2.224448897795591,1.3325886494604116,0.9190122362175629
2.244488977955912,1.3490736131510497,0.7261288961462095
2.2645290581162323,1.3616903833786238,0.5330012355299912
2.284569138276553,1.3704360542032412,0.33982325098590377
2.3046092184368736,1.3753113535229033,0.14676483739695317
2.3246492985971945,1.3763202415466316,-0.04601969599717615
2.344689378757515,1.373469688836663,-0.2383831567868433
2.3647294589178354,1.3667696104372227,-0.43017687136365684
2.3847695390781563,1.3562329904774342,-0.6212423564726848
2.4048096192384767,1.341876155557879,-0.8114030136194759
2.4248496993987976,1.3237192183484088,-1.0004561237956766
2.444889779559118,1.3017866821755595,-1.1881652089300914
2.464929859719439,1.2761081868820583,-1.374252827307515
2.4849699398797593,1.2467193984835017,-1.5583939966501057
2.50501002004008,1.2136630215262147,-1.7402103933057804
