x1	x2	x3	x4	y
8.391867107268587977e-01	-2.594311104184622518e+00	1.900656743224283574e+00	1.474071132942945672e-01	-5.068066725376485948e+01
7.805622925783832766e-01	-2.907784973645376247e+00	1.865017767824772132e+00	-3.967806299587520513e+00	5.696393955051766511e+01
7.526987728103444741e-01	1.314912644437549183e+00	1.735708908281629492e+00	-9.224172851514165217e+00	4.302825159995088597e+02
1.089389441202472941e+00	6.567218458343373300e+01	1.190097523868127061e+00	-9.045505274254402650e+01	5.033129948122355927e+03
1.481513493296832573e+00	-2.149045113972634979e+00	5.208040194901863984e-01	-1.162981830003139549e+01	-8.677458271606785729e+02
1.307613204616804969e+00	-1.529166535583258479e+01	4.507221526787250632e-01	1.032035448552676549e+01	-1.334756189314300173e+03
5.084089173471855183e-01	-1.600700725806396463e+01	1.376152343634174713e+00	7.999343268411324814e+00	1.087553386080638347e+03
3.597180258047874557e-01	7.381315570287324768e+00	1.176276413660954034e+00	-2.467150078103929900e+01	2.879082424004477616e+03
9.952721152681289762e-01	-8.839617341196921441e-01	1.020250882855023300e-01	-2.033651184948730517e+01	-2.175477513214146711e+03
6.484954812156141779e-01	-5.793526262225596213e+01	1.608703769312427034e-01	6.953700887212123405e+01	-1.787966729101163583e+04
-1.072534737575220332e-01	-9.515160946031908651e+00	8.338318145914909163e-01	-1.614068433801789837e+01	1.719467761085739994e+03
4.733213698969802041e-01	1.551434588536369752e+01	-2.617301617974919226e-01	-3.638786322812672580e+01	-5.906372642332797113e+03
2.572856398622268004e-01	-3.293988750370370866e+01	-4.465029246486749148e-01	3.138289928003674945e+01	-6.701392255413144994e+03
-5.869083006728351704e-01	-1.217211928649756381e+01	3.590946031451246467e-01	-1.365281109502695855e+01	1.554132969431607080e+03
-3.889390396624404361e-02	2.287538239311295740e+01	-7.156540233640462656e-01	-4.371156052507819822e+01	-8.110264693374895614e+03
-1.839351925210935268e-01	-2.357223358421583370e+01	-9.852580069039316157e-01	1.663582469722406643e+01	-2.901885346727314754e+03
-1.039555208861374647e+00	-1.429241712681489496e+01	-9.190692418213665393e-02	-4.939003552817098353e+00	8.828463789677889508e+02
-8.479239311906231480e-01	8.416826404507490622e+01	-7.146234561438442601e-01	-1.188442475219455758e+02	1.147393278209977143e+04
-5.027347103900934311e-01	-9.998262614670048620e+00	-1.484187320320283554e+00	-9.665956234039505546e+00	-8.106133785451106633e+02
-1.111826892807840306e+00	-8.750972087815394218e+01	-9.182966771162522912e-01	1.134331221229541455e+02	1.630108021970114714e+04
-1.549843537455252829e+00	-8.225095233731526179e+00	-5.425822821479320268e-01	-5.429011826533427509e+00	4.964048701304679412e+02
-1.563623026909477298e+00	1.120823215802779771e+01	-7.785725443457763850e-01	-2.080406845416078454e+01	2.300434004175940572e+03
-8.930214160546974256e-01	9.055875525386678504e+00	-1.736775284577197542e+00	-1.621035668254591400e+01	-1.422370809328132509e+03
-8.432572817885686245e-01	-7.971521024675261025e-01	-1.925294943341285814e+00	-6.181484035394516852e+00	-1.684694226558253263e+02
-8.771834853611861771e-01	-1.935280746816003372e+00	-2.011827461910863146e+00	-2.604752241228800447e+00	2.736103486920557515e+01
-9.049577814740838999e-01	-6.530963932011786266e-01	-2.038701545532014769e+00	-3.040079822448443769e-01	8.358295327444456291e+01
-9.012841489257826799e-01	9.719877105546816942e-01	-2.028248743925642916e+00	1.388789603527553540e+00	6.897117931565098559e+01
-8.726034024991582427e-01	1.567639331657555868e+00	-1.976777685074452062e+00	3.955313186116987900e+00	-2.865295781693706090e+01
-8.602059542060265240e-01	-1.169044392651872544e+00	-1.861989813429268947e+00	7.840817524231605162e+00	-2.913552828954289566e+02
-1.048512099213664506e+00	-3.544073368307810057e+01	-1.519720369075078681e+00	4.978067651516398939e+01	-7.838365042223696037e+03
-1.596027841552624338e+00	-1.615519011653549164e+00	-6.885031439475712833e-01	1.299426175626386382e+01	9.731570548141328345e+02
-1.484198661871944713e+00	1.092160308277380310e+01	-5.413740386619615430e-01	-1.129138661211749550e+00	4.919312203212259647e+02
-7.486217729166644297e-01	3.243937454205892124e+01	-1.375421468980317474e+00	-3.651076204943575476e+01	-6.861354624354610678e+03
-4.692145786492832871e-01	4.433731361807957683e+00	-1.403265051966753774e+00	1.602323583305112109e+01	-1.400872991060056165e+03
-1.047763839145659848e+00	-2.131417966420420029e+01	-3.883801897984608398e-01	3.952746866862159436e+01	6.553198889169873837e+03
-9.479587414293750847e-01	1.861209519423799463e+01	-9.262305042862879756e-02	-6.942347715963219201e+00	1.401638911401360019e+03
-9.602218104411160138e-02	1.746408435194218356e+01	-9.866011801573428830e-01	-6.070569014165991817e-01	-9.798925567960851595e+02
-2.018055205927777040e-01	-7.681679387635651324e+01	-4.056474183174346715e-01	1.116698123861492036e+02	-1.538159257125455406e+04
-4.967298118635468107e-01	1.714708270336147322e+01	4.112281466172127420e-01	3.763559588832631420e+00	1.073615733134886568e+03
3.808291993264462660e-01	2.103098621768882381e+01	-4.708559653433603831e-01	-6.643309333164575392e+00	-1.645276779771678321e+03
3.304824855215433566e-01	-7.439299946843524936e+01	6.681825953719065792e-02	1.089014433574615452e+02	-1.917591993204599930e+04
8.952718093890629780e-03	1.696162123154137191e+01	9.223509039618225103e-01	3.905475625230552694e+00	1.013937351779004644e+03
8.829523063826617557e-01	2.031105412252381015e+01	3.082636066795280128e-02	-8.087085746005296727e+00	-1.683211877542810726e+03
9.452420727217679675e-01	-3.720707974308449906e+01	3.971795569640020895e-01	5.962028814183481984e+01	-1.261499234671232989e+04
4.342781741005402041e-01	9.775020987368719716e+00	1.390611757878929211e+00	1.296911063971053224e+01	1.199030568734101507e+03
1.084713408379999189e+00	8.055522046929122837e+01	8.167314212740997004e-01	-1.027370072074678546e+02	-1.909997485797907575e+04
1.510667415194810070e+00	7.525514670538823836e+00	5.340906320275050634e-01	1.062191477418594587e+01	-9.211674810525820476e+02
1.236909130982987604e+00	-7.400923075760709935e+01	1.141810069363458080e+00	1.030143830748016001e+02	-6.195686710344846688e+03
8.439787832597547279e-01	2.170417984105057929e+00	1.835949020630267992e+00	1.129345863407085915e+01	6.764919317903542151e+02
