x1	x2	x3	x4	y
9.654831463975193095e-01	7.975786169958604788e+00	1.939080402775417600e+00	-1.855360654900977124e+00	1.443950620700699403e+02
1.377230111707741678e+00	6.663959615139754078e+01	1.470760549583758792e+00	-8.838499398381401306e+01	4.571474572075504511e+03
1.833891068057701856e+00	4.648996582712298320e+00	8.695011801677560159e-01	-7.126206437866475341e+00	-4.457568215116394299e+02
1.860880338002602885e+00	-1.485958356867898900e+00	7.587810024830951017e-01	-4.835602696527594446e+00	-2.694100236516682116e+02
1.779830395987092473e+00	-6.426481589655244520e+00	6.950164350898169197e-01	-9.444092450441932129e-02	-2.375057755802169481e+02
1.450286333318813181e+00	-7.278907707072725941e+01	1.017470180309602679e+00	9.477840050051599974e+01	-2.726692192921671449e+04
7.473934536363134873e-01	-1.021294800244894674e+01	1.787889988466524471e+00	-4.716569136239930238e+00	3.921616927636860623e+02
7.851241676656165458e-01	3.743783462612003632e+01	1.418237611666776532e+00	-5.580651828409995119e+01	1.352828542793923225e+04
1.381851841952180360e+00	-9.639171818785674972e+00	3.632407805413399027e-01	-1.250577346150757307e+01	-1.325290186370544916e+03
5.376485855938043512e-01	-4.632990903354870937e+01	1.204081286226138525e+00	5.352185963969166949e+01	1.554090594439887172e+04
2.696813882086538383e-01	1.109729484393876042e+01	1.114867402311562561e+00	-3.199832454095887613e+01	5.163808589432285771e+03
9.126010706693525876e-01	-1.299407611385807826e+01	-8.173771787463995908e-02	-1.461608744740957633e+01	-1.854291244824313708e+03
-3.625322153122688407e-02	-2.439000722622067485e+01	8.487737392508672984e-01	1.293511066910991758e+01	2.727310073346489389e+03
2.021513683875301171e-01	1.268985906059789954e+02	6.031825850841820991e-02	-1.776211620980964767e+02	-2.740310440391407246e+04
2.846693670433605439e-01	-3.072613077853278796e+01	-5.368630578916609997e-01	2.454972403483206023e+01	-5.659161396210080966e+03
-6.524621120756267656e-01	-7.613875138025865574e+00	3.176059208365347719e-01	-2.241118827608793040e+01	3.058525411510321192e+03
1.908237047031740088e-02	-5.098974663266541363e+00	-9.417271594690151959e-01	-2.364557379994767672e+01	-3.179205594687355187e+03
-8.685790984483454658e-01	-4.220491136278810274e+01	-1.522524909116686198e-01	4.536980981624692788e+01	1.286656443676439812e+04
-1.074118978808206615e+00	2.735114984197341670e+01	-3.459559292516232176e-01	-4.836370623312838291e+01	1.121412146376573764e+04
-4.741523904204435480e-01	-1.356186603466282037e+01	-1.490282370454547145e+00	-1.012047563155108776e+01	-1.141089570568582076e+03
-1.391640926717433890e+00	-2.274743367142474426e+01	-5.222654929553189884e-01	1.882483066261852400e+01	3.432866606168780436e+03
-1.574740557637265281e+00	7.235956691622637216e+00	-6.712198794446659900e-01	-2.280039308193931902e+01	2.908386633417607754e+03
-8.305288934735191031e-01	2.088334018704324890e+00	-1.815269858668883129e+00	-1.673978778555125402e+01	-1.533153581573925294e+03
-9.618331842148551969e-01	-1.085306095855978370e+01	-1.966690399885453688e+00	3.968713460619087030e+00	-3.792602614184605727e+02
-1.780165574197005718e+00	-2.006722902969671196e+01	-9.561369777218481358e-01	2.417836374128461685e+01	3.960458295683627966e+03
-1.942874063478576163e+00	-4.037050994348136079e+00	-8.048821749977228546e-01	2.088000693857175794e+00	1.858746837634588474e+02
-1.993132707548029847e+00	-1.148807549244633908e+00	-7.792334600213000062e-01	1.166683726149929212e+00	1.291647158899400267e+02
-1.989196592417231457e+00	1.633647769947241368e+00	-7.467120633822704745e-01	2.001881010002272809e+00	1.546181815128816766e+02
-1.924034705565242032e+00	4.934318749022563289e+00	-7.196560091261925418e-01	-3.041771728641176065e-01	1.820909864106330645e+02
-1.731469030753521876e+00	2.784303222311734416e+01	-8.792865144376040831e-01	-3.433037832150486679e+01	8.056594272348643244e+03
-8.233439948456378055e-01	1.077196412477830556e+01	-1.949720110296191411e+00	3.678909738529640094e+00	-3.397233967273402300e+02
-8.946739813440853784e-01	-6.206537359009785604e+01	-1.542576850620436035e+00	8.607691820184875553e+01	-3.447572093081901403e+04
-1.511682797039609838e+00	1.419469494360497208e+01	-4.138410804198449089e-01	5.987017978553895503e+00	9.421771458505811552e+02
-4.806583280313125317e-01	1.881256299420116562e+01	-1.531481793247570389e+00	-1.450941906489499278e+00	-1.053484525108273374e+03
-1.111129587293044008e+00	-3.330710614855129847e+01	-2.948184817198885033e-01	5.562072679905574546e+01	1.728912727466412980e+04
-4.429497805426574897e-01	2.205915995096721929e+02	-7.319531340773235417e-01	-2.900251206253714713e+02	-1.611597463224984531e+05
-2.050399758903609648e-01	-1.722890587159944573e+02	-5.745402908843249001e-01	2.360393323127725864e+02	-1.361892282456509420e+05
-3.986305653001822602e-01	1.272699364934479149e+02	1.637756039672063624e-01	-1.620994965380121471e+02	1.095619447900177329e+05
2.711772721900552185e-01	-1.242592156639653069e+02	-2.482924666911983658e-01	1.728150769212996636e+02	-1.071269933826180495e+05
5.535110976369779501e-02	1.701544991399274238e+02	5.256528455080466955e-01	-2.203271457153193751e+02	1.624661013745245291e+05
6.452554813956212776e-01	-1.588479818850497338e+02	2.174517083701238696e-01	2.181675329075895604e+02	-1.372861515131506603e+05
3.860422463134309812e-01	9.577239218075200711e+01	1.039869547397850313e+00	-1.196204748618791598e+02	7.195384609933086904e+04
1.224533924009710173e+00	-3.011426582472633129e+01	3.763027414528699599e-01	5.261219796172611751e+01	-1.589090912566050065e+04
5.911902389531079605e-01	2.070667578384161089e+01	1.634199861721499003e+00	-5.635784525202588213e+00	1.452891525683257669e+03
1.646293464701370723e+00	1.235602962576891528e+01	5.272604572819409308e-01	1.306860933883037035e+01	-1.672100318287264145e+03
8.610248958893162996e-01	-1.156125310134086881e+01	1.844108872153712220e+00	2.710648886393681067e+01	4.492148711132764220e+03
1.015470512273152659e+00	1.838542083518669301e+01	2.020163121367840375e+00	-1.548491491248989149e+01	2.352459056875041369e+03
1.987473062647104660e+00	9.579270167440954609e+00	8.356835014513633864e-01	-2.205471500317287337e+00	-3.927845388313159560e+02
2.098907535326488993e+00	2.133551257628092390e-01	9.405980468163539499e-01	9.022028642234818818e+00	-6.500513515605679231e+02
1.601292792772700979e+00	-1.644275868900002138e+02	1.669608517046041296e+00	2.200829413688249758e+02	2.064697186836835317e+04
1.100065192466294750e+00	-7.445154885611612094e+00	2.264297100921734973e+00	5.835957538195692962e-01	4.383017667338431522e+01
9.979488690124176387e-01	7.425119677749492109e-01	2.126236211201577575e+00	-1.293222603133838255e+01	1.005896907875201464e+03
1.847393207726997888e+00	1.288928874092510313e+01	8.862177703848479471e-01	-2.520769306773218332e+01	-4.103356283029341284e+03
1.725535704910096779e+00	-1.736859146481603489e+01	6.855600423319045955e-01	1.047529120856467699e+01	-1.691930498108198890e+03
6.936394602247452079e-01	-1.357245251717699652e+01	1.812181931545672420e+00	-1.178489889600632523e+01	1.367241469277013948e+03
1.460336587435695943e+00	6.824977937442042730e+00	4.629116361570398408e-01	-2.972389665324574182e+01	-5.325748536646529828e+03
4.914106636017844254e-01	-4.675550151771628293e+01	1.334796107588484437e+00	5.095853795387787954e+01	1.883328473572837538e+04
9.413175577838391872e-01	7.741770370931014611e+01	2.694151452607318475e-01	-1.113704434805101187e+02	-5.913145311724698695e+04
1.190450602273745162e-01	-6.865702107426510281e+01	8.879566932819314973e-01	8.023217849550847802e+01	4.055864264540186559e+04
6.059443428424052813e-01	2.899918796347991190e+01	-2.596151588739708527e-01	-5.657088825374557928e+01	-1.810319451014366859e+04
-4.115561136766879291e-01	-3.028849891509847581e+01	5.807728473130135960e-01	1.359271890632089885e+01	3.983670468027964944e+03
2.254605860259757122e-01	-4.881746883589334729e+00	-8.131610318245607871e-01	-3.204358977011954579e+01	-6.295536631491650041e+03
-9.090378219874232224e-01	-2.146994194528341282e+01	1.689861052932181418e-01	-1.292836086655272254e+01	2.526735788196289377e+03
-2.071726620354233939e-01	-1.572913210114808003e+01	-1.290463534856130190e+00	-2.154006598349274171e+01	-3.651564474418046302e+03
-1.340702990876076806e+00	-1.722813060299479204e+01	-2.470294928081041008e-01	-1.651729876023045307e+01	2.729709394271954352e+03
-5.876639526331481900e-01	-9.687836606483076096e+00	-1.680910005551147224e+00	-2.255508000719215289e+01	-3.461115369244672820e+03
-1.667188939295913608e+00	-2.025594487138538824e+01	-6.100642105713194319e-01	6.109394158856289891e+00	1.581778810266275286e+03
-1.094889926068330910e+00	7.643121904483970752e+01	-1.757100301440354340e+00	-1.057154275394073579e+02	-5.343746741094067693e+04
-1.087624824387914746e+00	-1.649840466355958668e+01	-2.154925151835285213e+00	7.506819409037976953e+00	-1.067163750143824245e+03
-2.098437570765081528e+00	-1.147945986475183133e+01	-9.537545647562944984e-01	1.641699407845334413e+00	4.806763862455871958e+02
-2.194560386484840198e+00	5.480468281656158069e+00	-1.127686203472433535e+00	-1.490101729591225777e+01	1.546240363904993728e+03
-1.300479530587906885e+00	9.124805646527502034e+00	-2.355859249415227286e+00	-1.309055637739304245e+01	-1.190025495304544393e+03
-1.202237928401948874e+00	3.867128482805072931e+00	-2.482942691260424883e+00	-2.664289773963689711e+00	4.361383705238906572e+01
-1.110715341763965025e+00	4.825642994019620602e+00	-2.466353147174700222e+00	5.073884467671100573e+00	-1.073930815577959237e+02
-1.083920226424934130e+00	-4.839741092314172377e+00	-2.291483019088828677e+00	1.254091400381425991e+01	-1.049837079108722492e+03
-2.074720993658849544e+00	-3.284986525257477474e+00	-8.977129944610680035e-01	1.693083861113929345e+01	2.095682512456279255e+03
-1.857945254471458307e+00	3.191057369288163770e+01	-8.441180174094843336e-01	-3.655196365290268545e+01	1.105280680918119469e+04
-7.727658262235305164e-01	-3.611290820673502822e-01	-1.939337360778614183e+00	2.420661682324026387e+01	-3.902356422999205734e+03
-1.624541399915571338e+00	1.995600422600889345e+01	-4.327911897320320667e-01	5.805358880415891321e+00	1.388231348554988472e+03
-4.259434407927533139e-01	1.527064750611316413e+00	-1.569584510861168347e+00	3.123846755425292088e+01	-6.472407402708248810e+03
-1.140496202662733438e+00	4.129099302671856009e+01	-1.231416599332680328e-01	-3.891047488540789345e+01	1.425578946192602780e+04
-8.703600672101110547e-01	-7.119169647744101326e+01	-1.669549660861186641e-02	1.042936813065759054e+02	6.726011256507509097e+04
2.470006822134081514e-01	2.582247274200248910e+01	-9.206252645470824891e-01	1.528582166133772269e+01	-3.422007578933224522e+03
-4.104792760430902576e-01	4.154013525402647389e+01	6.293072712198717333e-01	-3.257490992180103717e+01	1.171158390066344509e+04
-1.971314317774766900e-01	-1.261861980906723701e+01	8.663180976085308460e-01	4.883390275000353142e+01	1.523657386490585122e+04
1.050471266419486627e+00	-1.223962791410392548e+00	-6.089779662069927380e-02	4.237854700875454483e+01	-1.174061397639349161e+04
1.195801729547728343e+00	7.246513852000654765e+01	2.731000145321478279e-01	-8.343981431379282299e+01	-5.295627060764675844e+04
5.475403239593558125e-01	1.641904113981092550e+01	1.734418848418212589e+00	2.797713871475428959e+01	6.046111911294271522e+03
1.800964337639419321e+00	-4.505776758873096810e-01	6.557919442612318850e-01	3.360158640500797134e+01	-7.647710004870360535e+03
1.046173219676573396e+00	3.113353556674290701e+01	2.131240382909204367e+00	-2.559815597399758147e+01	6.889759228881820491e+03
2.161408615988453796e+00	-1.309154632552017716e+01	1.059341654281700684e+00	3.246366665072703483e+01	-7.339753100390622421e+03
1.301599787120700791e+00	1.636530403354308660e+01	2.542654797142502421e+00	2.452581479780397089e+00	5.353220685631085871e+02
2.465005392418738062e+00	1.223227545116601078e+01	1.184144621835860667e+00	-1.893299337454106279e-01	-3.891283765885372077e+02
2.509894458321630495e+00	-1.764723644497090049e+01	1.429725110257046294e+00	2.642737843602488823e+01	-5.351450076822015944e+03
1.471637212528160044e+00	-7.306853825964383375e+00	2.781110552935162961e+00	4.042520927647474949e+00	8.106510527919242293e+01
1.340946204408012710e+00	-2.608730037303155225e+00	2.694901027736288146e+00	-1.131029985284950712e+01	8.452913970546997007e+02
2.322156216887716340e+00	2.699288984014960491e+01	1.272368054073041765e+00	-4.034204870824887479e+01	-1.216591253823803709e+04
2.164684657927068212e+00	-3.588946450388807818e+01	1.101303491980888394e+00	4.082460971661532767e+01	-1.422180525631710407e+04
1.067256834415126976e+00	2.054845067221352295e+01	2.160474823387659171e+00	-3.969290833304950894e+01	1.114860160257141069e+04
1.796809006735776038e+00	-5.094245639303752426e+01	7.779837080051718035e-01	5.813930440480041284e+01	-2.796234426588710267e+04
1.572600121066894285e+00	6.940460017512197055e+01	6.475907184524863913e-01	-9.960428481277249091e+01	-6.717918918926948390e+04
3.962947336949008692e-01	-2.497365902935958815e+01	1.622184911268917729e+00	-2.275535476101339327e+01	5.140401054425636175e+03
5.874354084778513618e-01	-9.255304069583506816e+02	7.217633395909861527e-01	1.235394034729097029e+03	1.295130398561296519e+06
8.405005211665479425e-01	-3.518041926650193574e+01	-3.487131997703371011e-01	-3.359939485340838417e+00	-3.380804083208098291e+03
5.677665008386054701e-01	-7.215154731181407044e+00	-6.124767407857006907e-01	-4.537101970694451580e+01	-1.435483459842720367e+04
1.096133588646422963e-01	1.279033608673743601e+02	-7.363685541354066943e-01	-1.776344152581904154e+02	-1.981640915113786468e+05
-1.050237826423568999e+00	3.353021898559424585e+01	8.379385292679453201e-04	-6.945397833154761713e+01	3.288276509311589325e+04
-1.405964596144996248e+00	-2.510265720323644700e+01	-1.781273296836400066e-01	-3.072356749210684157e+01	8.357519015814943486e+03
-1.577879364381525429e+00	-7.255746711538908755e+01	-5.748386625092360980e-01	8.338849336095223919e+01	5.656885602343162464e+04
-9.001456942510750459e-01	-2.734675362070914417e+01	-2.146178330825250669e+00	-1.328154972123598654e+01	-2.889691245805955532e+03
-1.949922187570206633e+00	2.861663826925998819e+02	-1.291480155592776180e+00	-3.806648325683644316e+02	7.053946057893830584e+05
-2.371943360913936427e+00	-2.800490126748964670e+01	-1.173454321423222924e+00	1.836868653323875122e+01	4.410719243679544888e+03
-1.503436958957387048e+00	-2.468292343789337817e-01	-2.761820664373058065e+00	-2.797185918509332225e+01	-5.534517041529377821e+03
-2.763045665829655384e+00	-1.795549879309236729e+01	-1.472903075390384453e+00	5.768919553459687322e+00	9.411054397454267928e+02
-1.903327734682697558e+00	4.192752726195125490e+01	-2.950448602190568703e+00	-5.712390962773945802e+01	-2.498550086847882994e+04
-1.928381436473547428e+00	-1.307496742552325664e+01	-3.261327334260890609e+00	3.815579797840786824e+00	-2.694210727485522057e+02
-3.137638800618868906e+00	-1.147756974467444735e+01	-1.778854153990827358e+00	2.298001419922218069e+00	2.371914614648958377e+02
-3.232102626282375546e+00	7.958953227169690336e+00	-1.974938472395396660e+00	-1.625224639692711648e+01	2.021273127515649549e+03
-2.127595412425989263e+00	3.588091772539093505e+00	-3.482620541715125029e+00	-1.117477610615045158e+01	-8.388318854469108601e+02
-2.190636766504821420e+00	-7.462610472906455072e+00	-3.663871606377638201e+00	-4.181324040883932724e+00	-5.057788237320541924e+01
-2.346811423106347050e+00	-1.193999737538694461e+01	-3.592821731259760121e+00	1.413975582099416428e+01	-1.649331706045922829e+03
-3.466214054775464959e+00	-4.215323448295565711e+00	-2.102396616121854134e+00	9.898880696029511483e+00	7.163432733532129078e+02
-3.421462192261300661e+00	7.647935516010598178e+00	-1.923293625928826023e+00	5.619082610673585165e+00	2.364659872858404412e+02
-3.222918694618081226e+00	2.240278850601953309e+01	-2.020354008473941754e+00	-2.737015715104897140e+01	6.454347344509857066e+03
-2.015038289098083357e+00	1.068349100041032251e+01	-3.445622761768279307e+00	9.345122632317877986e+00	-6.665678874213591598e+02
-2.994512930041069776e+00	-4.113576543014819720e+01	-1.915154429773591183e+00	5.630128734412013358e+01	2.486276985983832128e+04
-2.876434276038476678e+00	3.045298370108561414e+01	-1.694114463398273651e+00	-3.371914128272457134e+01	1.023922016376975444e+04
-1.682763041815080740e+00	-1.658118441845724789e+01	-2.891014566257824381e+00	3.393642831275851535e+01	-8.616564431190188770e+03
-2.494382885496309932e+00	6.010181680192857812e+01	-1.414495432200807201e+00	-7.218610175303246024e+01	4.340938671026723023e+04
-2.373226924518263115e+00	-1.168109241112121843e+01	-1.140582281917635887e+00	3.969220724850210047e+01	1.163927825408246099e+04
-1.007562754517431713e+00	1.615027016787581093e+00	-2.282050596107890517e+00	4.007916983259189436e+01	-1.166189040762126388e+04
-7.719599924091978815e-01	3.759105365403793542e+01	-2.041727842220845801e+00	5.971288994572638842e-01	-2.978189301513737519e+03
-4.573647055564673547e-01	4.675217544963697236e+01	-1.690593448831680501e+00	-1.331645473235310462e+01	-6.388774723110760533e+03
-3.808601291816735707e-02	3.607294498627427259e+01	-1.321147564721863565e+00	3.847843373619281948e+01	-1.363408360387895118e+04
2.773975455387206468e-01	-9.702311566808472776e+01	-7.374573657083300926e-01	1.460527386637279221e+02	-1.538843465326009609e+05
-2.670410323592674051e-01	4.178641902884770332e+01	1.001120902592569584e+00	4.799392533190891186e+01	2.066460359418391454e+04
1.262434021908701354e+00	7.305600065775121266e+01	5.770866086009276974e-02	-5.289069333414605723e+00	-1.369064384146608791e+04
9.231849321622711546e-01	9.838341285319754093e+01	2.042479603905316132e+00	-7.814948000695378028e+01	6.719907822868556832e+04
1.463988161871695892e+00	1.196788568246984141e+01	2.679867042724530801e+00	9.357187758822057333e+01	6.192966855144430156e+04
2.402698301385051138e+00	-9.877606636703224012e+02	2.976347664196521858e+00	1.318124940322519706e+03	7.185356840865671635e+06
3.141152112529495444e+00	-1.288339585354172414e+03	3.643936102662466148e+00	1.717052096491367820e+03	1.045640760853247344e+07
4.462652059845510166e+00	-2.044280065626584815e+02	3.510209736027734451e+00	2.948513203160583771e+02	-6.027678369565096218e+05
4.294460684284556962e+00	-3.048121278536591205e+01	5.439159724705370458e+00	1.370777527892696810e+02	1.278570561398347490e+05
5.268605596812239611e+00	3.739363438251568823e+02	6.159479186496439773e+00	-4.635463089515576485e+02	1.511441399171564262e+06
6.095537267770533063e+00	1.786623897935009353e+01	7.262704966083881608e+00	1.597538070331734730e+02	1.741832648864629446e+05
8.117769443389107664e+00	1.169030279609521870e+02	6.965651388722111648e+00	4.421524258793920126e+02	-1.348189187482446432e+06
1.111482954642041499e+01	-2.695570303229055753e+03	1.183130901724855022e+01	3.660519690500210800e+03	7.098356489641894400e+07
1.537489298021029249e+01	2.542726288412056022e+02	1.408714511447474038e+01	4.274086063346462652e+02	-1.481871836708028102e+06
1.921547435863767106e+01	1.431301483569662309e+02	2.050062293792379720e+01	8.116135967085205039e+02	4.897987920119229704e+06
2.191861132278905799e+01	-7.937063743033901119e+03	2.311083663306438751e+01	5.118989292009071505e+03	3.427411677769789696e+08
